ids,sentences
4.8.30.3,yat-prasādaṁ sa vai puṁsāṁ
4.8.30.4,durārādhyo mato mama
4.8.31.1,munayaḥ padavīṁ yasya
4.8.31.2,niḥsaṅgenoru-janmabhiḥ
4.8.31.3,na vidur mṛgayanto ’pi
4.8.31.4,tīvra-yoga-samādhinā
4.8.32.1,ato nivartatām eṣa
4.8.32.2,nirbandhas tava niṣphalaḥ
4.8.32.3,yatiṣyati bhavān kāle
4.8.32.4,śreyasāṁ samupasthite
4.8.33.1,yasya yad daiva-vihitaṁ
4.8.33.2,sa tena sukha-duḥkhayoḥ
4.8.33.3,ātmānaṁ toṣayan dehī
4.8.33.4,tamasaḥ pāram ṛcchati
4.8.34.1,guṇādhikān mudaṁ lipsed
4.8.34.2,anukrośaṁ guṇādhamāt
4.8.34.3,maitrīṁ samānād anvicchen
4.8.34.4,na tāpair abhibhūyate
4.8.35.1,dhruva uvāca
4.8.36.1,athāpi me ’vinītasya
4.8.36.2,kṣāttraṁ ghoram upeyuṣaḥ
4.8.36.3,surucyā durvaco-bāṇair
4.8.36.4,na bhinne śrayate hṛdi
4.8.37.1,padaṁ tri-bhuvanotkṛṣṭaṁ
4.8.37.2,jigīṣoḥ sādhu vartma me
4.8.37.3,brūhy asmat-pitṛbhir brahmann
4.8.37.4,anyair apy anadhiṣṭhitam
4.8.38.1,nūnaṁ bhavān bhagavato
4.8.38.2,yo ’ṅgajaḥ parameṣṭhinaḥ
4.8.38.3,vitudann aṭate vīṇāṁ
4.8.38.4,hitāya jagato ’rkavat
4.8.39.1,maitreya uvāca
4.8.40.1,nārada uvāca
4.8.41.1,dharmārtha-kāma-mokṣākhyaṁ
4.8.41.2,ya icchec chreya ātmanaḥ
4.8.41.3,ekaṁ hy eva hares tatra
4.8.41.4,kāraṇaṁ pāda-sevanam
4.8.42.1,tat tāta gaccha bhadraṁ te
4.8.42.2,yamunāyās taṭaṁ śuci
4.8.42.3,puṇyaṁ madhuvanaṁ yatra
4.8.42.4,sānnidhyaṁ nityadā hareḥ
4.8.43.1,snātvānusavanaṁ tasmin
4.8.43.2,kālindyāḥ salile śive
4.8.43.3,kṛtvocitāni nivasann
4.8.43.4,ātmanaḥ kalpitāsanaḥ
4.8.44.1,prāṇāyāmena tri-vṛtā
4.8.44.2,prāṇendriya-mano-malam
4.8.44.3,śanair vyudasyābhidhyāyen
4.8.44.4,manasā guruṇā gurum
4.8.45.1,prasādābhimukhaṁ śaśvat
4.8.45.2,prasanna-vadanekṣaṇam
4.8.45.3,sunāsaṁ subhruvaṁ cāru-
4.8.45.4,kapolaṁ sura-sundaram
4.8.46.1,taruṇaṁ ramaṇīyāṅgam
4.8.46.2,aruṇoṣṭhekṣaṇādharam
4.8.46.3,praṇatāśrayaṇaṁ nṛmṇaṁ
4.8.46.4,śaraṇyaṁ karuṇārṇavam
4.8.47.1,śrīvatsāṅkaṁ ghana-śyāmaṁ
4.8.47.2,puruṣaṁ vana-mālinam
4.8.47.3,śaṅkha-cakra-gadā-padmair
4.8.47.4,abhivyakta-caturbhujam
4.8.48.1,kirīṭinaṁ kuṇḍalinaṁ
4.8.48.2,keyūra-valayānvitam
4.8.48.3,kaustubhābharaṇa-grīvaṁ
4.8.48.4,pīta-kauśeya-vāsasam
4.8.49.1,kāñcī-kalāpa-paryastaṁ
4.8.49.2,lasat-kāñcana-nūpuram
4.8.49.3,darśanīyatamaṁ śāntaṁ
4.8.49.4,mano-nayana-vardhanam
4.8.50.1,padbhyāṁ nakha-maṇi-śreṇyā
4.8.50.2,vilasadbhyāṁ samarcatām
4.8.50.3,hṛt-padma-karṇikā-dhiṣṇyam
4.8.50.4,ākramyātmany avasthitam
4.8.51.1,smayamānam abhidhyāyet
4.8.51.2,sānurāgāvalokanam
4.8.51.3,niyatenaika-bhūtena
4.8.51.4,manasā varadarṣabham
4.8.52.1,evaṁ bhagavato rūpaṁ
4.8.52.2,subhadraṁ dhyāyato manaḥ
4.8.52.3,nirvṛtyā parayā tūrṇaṁ
4.8.52.4,sampannaṁ na nivartate
4.8.53.1,japaś ca paramo guhyaḥ
4.8.53.2,śrūyatāṁ me nṛpātmaja
4.8.53.3,yaṁ sapta-rātraṁ prapaṭhan
4.8.53.4,pumān paśyati khecarān
4.8.54.1,oṁ namo bhagavate vāsudevāya
4.8.55.1,salilaiḥ śucibhir mālyair
4.8.55.2,vanyair mūla-phalādibhiḥ
4.8.55.3,śastāṅkurāṁśukaiś cārcet
4.8.55.4,tulasyā priyayā prabhum
4.8.56.1,labdhvā dravyamayīm arcāṁ
4.8.56.2,kṣity-ambv-ādiṣu vārcayet
4.8.56.3,ābhṛtātmā muniḥ śānto
4.8.56.4,yata-vāṅ mita-vanya-bhuk
4.8.57.1,svecchāvatāra-caritair
4.8.57.2,acintya-nija-māyayā
4.8.57.3,kariṣyaty uttamaślokas
4.8.57.4,tad dhyāyed dhṛdayaṅ-gamam
4.8.58.1,paricaryā bhagavato
4.8.58.2,yāvatyaḥ pūrva-sevitāḥ
4.8.58.3,tā mantra-hṛdayenaiva
4.8.58.4,prayuñjyān mantra-mūrtaye
4.8.59-60.1,evaṁ kāyena manasā
4.8.59-60.2,vacasā ca mano-gatam
4.8.59-60.3,paricaryamāṇo bhagavān
4.8.59-60.4,bhaktimat-paricaryayā
4.8.61.1,viraktaś cendriya-ratau
4.8.61.2,bhakti-yogena bhūyasā
4.8.61.3,taṁ nirantara-bhāvena
4.8.61.4,bhajetāddhā vimuktaye
4.8.62.1,ity uktas taṁ parikramya
4.8.62.2,praṇamya ca nṛpārbhakaḥ
4.8.62.3,yayau madhuvanaṁ puṇyaṁ
4.8.62.4,hareś caraṇa-carcitam
4.8.63.1,tapo-vanaṁ gate tasmin
4.8.63.2,praviṣṭo ’ntaḥ-puraṁ muniḥ
4.8.63.3,arhitārhaṇako rājñā
4.8.63.4,sukhāsīna uvāca tam
4.8.64.1,nārada uvāca
4.8.65.1,rājovāca
4.8.66.1,apy anāthaṁ vane brahman
4.8.66.2,mā smādanty arbhakaṁ vṛkāḥ
4.8.66.3,śrāntaṁ śayānaṁ kṣudhitaṁ
4.8.66.4,parimlāna-mukhāmbujam
4.8.67.1,aho me bata daurātmyaṁ
4.8.67.2,strī-jitasyopadhāraya
4.8.67.3,yo ’ṅkaṁ premṇārurukṣantaṁ
4.8.67.4,nābhyanandam asattamaḥ
4.8.68.1,nārada uvāca
4.8.69.1,suduṣkaraṁ karma kṛtvā
4.8.69.2,loka-pālair api prabhuḥ
4.8.69.3,aiṣyaty acirato rājan
4.8.69.4,yaśo vipulayaṁs tava
4.8.70.1,maitreya uvāca
4.8.71.1,tatrābhiṣiktaḥ prayatas
4.8.71.2,tām upoṣya vibhāvarīm
4.8.71.3,samāhitaḥ paryacarad
4.8.71.4,ṛṣy-ādeśena pūruṣam
4.8.72.1,tri-rātrānte tri-rātrānte
4.8.72.2,kapittha-badarāśanaḥ
4.8.72.3,ātma-vṛtty-anusāreṇa
4.8.72.4,māsaṁ ninye ’rcayan harim
4.8.73.1,dvitīyaṁ ca tathā māsaṁ
4.8.73.2,ṣaṣṭhe ṣaṣṭhe ’rbhako dine
4.8.73.3,tṛṇa-parṇādibhiḥ śīrṇaiḥ
4.8.73.4,kṛtānno ’bhyarcayan vibhum
4.8.74.1,tṛtīyaṁ cānayan māsaṁ
4.8.74.2,navame navame ’hani
4.8.74.3,ab-bhakṣa uttamaślokam
4.8.74.4,upādhāvat samādhinā
4.8.75.1,caturtham api vai māsaṁ
4.8.75.2,dvādaśe dvādaśe ’hani
4.8.75.3,vāyu-bhakṣo jita-śvāso
4.8.75.4,dhyāyan devam adhārayat
4.8.76.1,pañcame māsy anuprāpte
4.8.76.2,jita-śvāso nṛpātmajaḥ
4.8.76.3,dhyāyan brahma padaikena
4.8.76.4,tasthau sthāṇur ivācalaḥ
4.8.77.1,sarvato mana ākṛṣya
4.8.77.2,hṛdi bhūtendriyāśayam
4.8.77.3,dhyāyan bhagavato rūpaṁ
4.8.77.4,nādrākṣīt kiñcanāparam
4.8.78.1,ādhāraṁ mahad-ādīnāṁ
4.8.78.2,pradhāna-puruṣeśvaram
4.8.78.3,brahma dhārayamāṇasya
4.8.78.4,trayo lokāś cakampire
4.8.79.1,yadaika-pādena sa pārthivārbhakas
4.8.79.2,tasthau tad-aṅguṣṭha-nipīḍitā mahī
4.8.79.3,nanāma tatrārdham ibhendra-dhiṣṭhitā
4.8.79.4,tarīva savyetarataḥ pade pade
4.8.80.1,tasminn abhidhyāyati viśvam ātmano
4.8.80.2,dvāraṁ nirudhyāsum ananyayā dhiyā
4.8.80.3,lokā nirucchvāsa-nipīḍitā bhṛśaṁ
4.8.80.4,sa-loka-pālāḥ śaraṇaṁ yayur harim
4.8.81.1,devā ūcuḥ
4.8.82.1,śrī-bhagavān uvāca
4.8.82.2,mā bhaiṣṭa bālaṁ tapaso duratyayān
4.8.82.3,nivartayiṣye pratiyāta sva-dhāma
4.8.82.4,yato hi vaḥ prāṇa-nirodha āsīd
4.8.82.5,auttānapādir mayi saṅgatātmā
4.9.1.1,maitreya uvāca
4.9.2.1,sa vai dhiyā yoga-vipāka-tīvrayā
4.9.2.2,hṛt-padma-kośe sphuritaṁ taḍit-prabham
4.9.2.3,tirohitaṁ sahasaivopalakṣya
4.9.2.4,bahiḥ-sthitaṁ tad-avasthaṁ dadarśa
4.9.3.1,tad-darśanenāgata-sādhvasaḥ kṣitāv
4.9.3.2,avandatāṅgaṁ vinamayya daṇḍavat
4.9.3.3,dṛgbhyāṁ prapaśyan prapibann ivārbhakaś
4.9.3.4,cumbann ivāsyena bhujair ivāśliṣan
4.9.4.1,sa taṁ vivakṣantam atad-vidaṁ harir
4.9.4.2,jñātvāsya sarvasya ca hṛdy avasthitaḥ
4.9.4.3,kṛtāñjaliṁ brahmamayena kambunā
4.9.4.4,pasparśa bālaṁ kṛpayā kapole
4.9.5.1,sa vai tadaiva pratipāditāṁ giraṁ
4.9.5.2,daivīṁ parijñāta-parātma-nirṇayaḥ
4.9.5.3,taṁ bhakti-bhāvo ’bhyagṛṇād asatvaraṁ
4.9.5.4,pariśrutoru-śravasaṁ dhruva-kṣitiḥ
4.9.6.1,dhruva uvāca
4.9.7.1,ekas tvam eva bhagavann idam ātma-śaktyā
4.9.7.2,māyākhyayoru-guṇayā mahad-ādy-aśeṣam
4.9.7.3,sṛṣṭvānuviśya puruṣas tad-asad-guṇeṣu
4.9.7.4,nāneva dāruṣu vibhāvasuvad vibhāsi
4.9.8.1,tvad-dattayā vayunayedam acaṣṭa viśvaṁ
4.9.8.2,supta-prabuddha iva nātha bhavat-prapannaḥ
4.9.8.3,tasyāpavargya-śaraṇaṁ tava pāda-mūlaṁ
4.9.8.4,vismaryate kṛta-vidā katham ārta-bandho
4.9.9.1,nūnaṁ vimuṣṭa-matayas tava māyayā te
4.9.9.2,ye tvāṁ bhavāpyaya-vimokṣaṇam anya-hetoḥ
4.9.9.3,arcanti kalpaka-taruṁ kuṇapopabhogyam
4.9.9.4,icchanti yat sparśajaṁ niraye ’pi nṝṇām
4.9.10.1,yā nirvṛtis tanu-bhṛtāṁ tava pāda-padma-
4.9.10.2,dhyānād bhavaj-jana-kathā-śravaṇena vā syāt
4.9.10.3,sā brahmaṇi sva-mahimany api nātha mā bhūt
4.9.10.4,kiṁ tv antakāsi-lulitāt patatāṁ vimānāt
4.9.11.1,bhaktiṁ muhuḥ pravahatāṁ tvayi me prasaṅgo
4.9.11.2,bhūyād ananta mahatām amalāśayānām
4.9.11.3,yenāñjasolbaṇam uru-vyasanaṁ bhavābdhiṁ
4.9.11.4,neṣye bhavad-guṇa-kathāmṛta-pāna-mattaḥ
4.9.12.1,te na smaranty atitarāṁ priyam īśa martyaṁ
4.9.12.2,ye cānv adaḥ suta-suhṛd-gṛha-vitta-dārāḥ
4.9.12.3,ye tv abja-nābha bhavadīya-padāravinda-
4.9.12.4,saugandhya-lubdha-hṛdayeṣu kṛta-prasaṅgāḥ
4.9.13.1,tiryaṅ-naga-dvija-sarīsṛpa-deva-daitya-
4.9.13.2,martyādibhiḥ paricitaṁ sad-asad-viśeṣam
4.9.13.3,rūpaṁ sthaviṣṭham aja te mahad-ādy-anekaṁ
4.9.13.4,nātaḥ paraṁ parama vedmi na yatra vādaḥ
4.9.14.1,kalpānta etad akhilaṁ jaṭhareṇa gṛhṇan
4.9.14.2,śete pumān sva-dṛg ananta-sakhas tad-aṅke
4.9.14.3,yan-nābhi-sindhu-ruha-kāñcana-loka-padma-
4.9.14.4,garbhe dyumān bhagavate praṇato ’smi tasmai
4.9.15.1,tvaṁ nitya-mukta-pariśuddha-vibuddha ātmā
4.9.15.2,kūṭa-stha ādi-puruṣo bhagavāṁs try-adhīśaḥ
4.9.15.3,yad-buddhy-avasthitim akhaṇḍitayā sva-dṛṣṭyā
4.9.15.4,draṣṭā sthitāv adhimakho vyatirikta āsse
4.9.16.1,yasmin viruddha-gatayo hy aniśaṁ patanti
4.9.16.2,vidyādayo vividha-śaktaya ānupūrvyāt
4.9.16.3,tad brahma viśva-bhavam ekam anantam ādyam
4.9.16.4,ānanda-mātram avikāram ahaṁ prapadye
4.9.17.1,satyāśiṣo hi bhagavaṁs tava pāda-padmam
4.9.17.2,āśīs tathānubhajataḥ puruṣārtha-mūrteḥ
4.9.17.3,apy evam arya bhagavān paripāti dīnān
4.9.17.4,vāśreva vatsakam anugraha-kātaro ’smān
4.9.18.1,maitreya uvāca
4.9.19.1,śrī-bhagavān uvāca
4.9.20-21.1,nānyair adhiṣṭhitaṁ bhadra
4.9.20-21.2,yad bhrājiṣṇu dhruva-kṣiti
4.9.20-21.3,yatra graharkṣa-tārāṇāṁ
4.9.20-21.4,jyotiṣāṁ cakram āhitam
4.9.22.1,prasthite tu vanaṁ pitrā
4.9.22.2,dattvā gāṁ dharma-saṁśrayaḥ
4.9.22.3,ṣaṭ-triṁśad-varṣa-sāhasraṁ
4.9.22.4,rakṣitāvyāhatendriyaḥ
4.9.23.1,tvad-bhrātary uttame naṣṭe
4.9.23.2,mṛgayāyāṁ tu tan-manāḥ
4.9.23.3,anveṣantī vanaṁ mātā
4.9.23.4,dāvāgniṁ sā pravekṣyati
4.9.24.1,iṣṭvā māṁ yajña-hṛdayaṁ
4.9.24.2,yajñaiḥ puṣkala-dakṣiṇaiḥ
4.9.24.3,bhuktvā cehāśiṣaḥ satyā
4.9.24.4,ante māṁ saṁsmariṣyasi
4.9.25.1,tato gantāsi mat-sthānaṁ
4.9.25.2,sarva-loka-namaskṛtam
4.9.25.3,upariṣṭād ṛṣibhyas tvaṁ
4.9.25.4,yato nāvartate gataḥ
4.9.26.1,maitreya uvāca
4.9.27.1,so ’pi saṅkalpajaṁ viṣṇoḥ
4.9.27.2,pāda-sevopasāditam
4.9.27.3,prāpya saṅkalpa-nirvāṇaṁ
4.9.27.4,nātiprīto ’bhyagāt puram
4.9.28.1,vidura uvāca
4.9.29.1,maitreya uvāca
4.9.30.1,dhruva uvāca
4.9.31.1,aho bata mamānātmyaṁ
4.9.31.2,manda-bhāgyasya paśyata
4.9.31.3,bhava-cchidaḥ pāda-mūlaṁ
4.9.31.4,gatvā yāce yad antavat
4.9.32.1,matir vidūṣitā devaiḥ
4.9.32.2,patadbhir asahiṣṇubhiḥ
4.9.32.3,yo nārada-vacas tathyaṁ
4.9.32.4,nāgrāhiṣam asattamaḥ
4.9.33.1,daivīṁ māyām upāśritya
4.9.33.2,prasupta iva bhinna-dṛk
4.9.33.3,tapye dvitīye ’py asati
4.9.33.4,bhrātṛ-bhrātṛvya-hṛd-rujā
4.9.34.1,mayaitat prārthitaṁ vyarthaṁ
4.9.34.2,cikitseva gatāyuṣi
4.9.34.3,prasādya jagad-ātmānaṁ
4.9.34.4,tapasā duṣprasādanam
4.9.34.5,bhava-cchidam ayāce ’haṁ
4.9.34.6,bhavaṁ bhāgya-vivarjitaḥ
4.9.35.1,svārājyaṁ yacchato mauḍhyān
4.9.35.2,māno me bhikṣito bata
4.9.35.3,īśvarāt kṣīṇa-puṇyena
4.9.35.4,phalī-kārān ivādhanaḥ
4.9.36.1,maitreya uvāca
4.9.37.1,ākarṇyātma-jam āyāntaṁ
4.9.37.2,samparetya yathāgatam
4.9.37.3,rājā na śraddadhe bhadram
4.9.37.4,abhadrasya kuto mama
4.9.38.1,śraddhāya vākyaṁ devarṣer
4.9.38.2,harṣa-vegena dharṣitaḥ
4.9.38.3,vārtā-hartur atiprīto
4.9.38.4,hāraṁ prādān mahā-dhanam
4.9.39-40.1,sad-aśvaṁ ratham āruhya
4.9.39-40.2,kārtasvara-pariṣkṛtam
4.9.39-40.3,brāhmaṇaiḥ kula-vṛddhaiś ca
4.9.39-40.4,paryasto ’mātya-bandhubhiḥ
4.9.41.1,sunītiḥ suruciś cāsya
4.9.41.2,mahiṣyau rukma-bhūṣite
4.9.41.3,āruhya śibikāṁ sārdham
4.9.41.4,uttamenābhijagmatuḥ
4.9.42-43.1,taṁ dṛṣṭvopavanābhyāśa
4.9.42-43.2,āyāntaṁ tarasā rathāt
4.9.42-43.3,avaruhya nṛpas tūrṇam
4.9.42-43.4,āsādya prema-vihvalaḥ
4.9.44.1,athājighran muhur mūrdhni
4.9.44.2,śītair nayana-vāribhiḥ
4.9.44.3,snāpayām āsa tanayaṁ
4.9.44.4,jātoddāma-manorathaḥ
4.9.45.1,abhivandya pituḥ pādāv
4.9.45.2,āśīrbhiś cābhimantritaḥ
4.9.45.3,nanāma mātarau śīrṣṇā
4.9.45.4,sat-kṛtaḥ saj-janāgraṇīḥ
4.9.46.1,surucis taṁ samutthāpya
4.9.46.2,pādāvanatam arbhakam
4.9.46.3,pariṣvajyāha jīveti
4.9.46.4,bāṣpa-gadgadayā girā
4.9.47.1,yasya prasanno bhagavān
4.9.47.2,guṇair maitry-ādibhir hariḥ
4.9.47.3,tasmai namanti bhūtāni
4.9.47.4,nimnam āpa iva svayam
4.9.48.1,uttamaś ca dhruvaś cobhāv
4.9.48.2,anyonyaṁ prema-vihvalau
4.9.48.3,aṅga-saṅgād utpulakāv
4.9.48.4,asraughaṁ muhur ūhatuḥ
4.9.49.1,sunītir asya jananī
4.9.49.2,prāṇebhyo ’pi priyaṁ sutam
4.9.49.3,upaguhya jahāv ādhiṁ
4.9.49.4,tad-aṅga-sparśa-nirvṛtā
4.9.50.1,payaḥ stanābhyāṁ susrāva
4.9.50.2,netra-jaiḥ salilaiḥ śivaiḥ
4.9.50.3,tadābhiṣicyamānābhyāṁ
4.9.50.4,vīra vīra-suvo muhuḥ
4.9.51.1,tāṁ śaśaṁsur janā rājñīṁ
4.9.51.2,diṣṭyā te putra ārti-hā
4.9.51.3,pratilabdhaś ciraṁ naṣṭo
4.9.51.4,rakṣitā maṇḍalaṁ bhuvaḥ
4.9.52.1,abhyarcitas tvayā nūnaṁ
4.9.52.2,bhagavān praṇatārti-hā
4.9.52.3,yad-anudhyāyino dhīrā
4.9.52.4,mṛtyuṁ jigyuḥ sudurjayam
4.9.53.1,lālyamānaṁ janair evaṁ
4.9.53.2,dhruvaṁ sabhrātaraṁ nṛpaḥ
4.9.53.3,āropya kariṇīṁ hṛṣṭaḥ
4.9.53.4,stūyamāno ’viśat puram
4.9.54.1,tatra tatropasaṅkḷptair
4.9.54.2,lasan-makara-toraṇaiḥ
4.9.54.3,savṛndaiḥ kadalī-stambhaiḥ
4.9.54.4,pūga-potaiś ca tad-vidhaiḥ
4.9.55.1,cūta-pallava-vāsaḥ-sraṅ-
4.9.55.2,muktā-dāma-vilambibhiḥ
4.9.55.3,upaskṛtaṁ prati-dvāram
4.9.55.4,apāṁ kumbhaiḥ sadīpakaiḥ
4.9.56.1,prākārair gopurāgāraiḥ
4.9.56.2,śātakumbha-paricchadaiḥ
4.9.56.3,sarvato ’laṅkṛtaṁ śrīmad-
4.9.56.4,vimāna-śikhara-dyubhiḥ
4.9.57.1,mṛṣṭa-catvara-rathyāṭṭa-
4.9.57.2,mārgaṁ candana-carcitam
4.9.57.3,lājākṣataiḥ puṣpa-phalais
4.9.57.4,taṇḍulair balibhir yutam
4.9.58-59.1,dhruvāya pathi dṛṣṭāya
4.9.58-59.2,tatra tatra pura-striyaḥ
4.9.58-59.3,siddhārthākṣata-dadhy-ambu-
4.9.58-59.4,dūrvā-puṣpa-phalāni ca
4.9.60.1,mahāmaṇi-vrātamaye
4.9.60.2,sa tasmin bhavanottame
4.9.60.3,lālito nitarāṁ pitrā
4.9.60.4,nyavasad divi devavat
4.9.61.1,payaḥ-phena-nibhāḥ śayyā
4.9.61.2,dāntā rukma-paricchadāḥ
4.9.61.3,āsanāni mahārhāṇi
4.9.61.4,yatra raukmā upaskarāḥ
4.9.62.1,yatra sphaṭika-kuḍyeṣu
4.9.62.2,mahā-mārakateṣu ca
4.9.62.3,maṇi-pradīpā ābhānti
4.9.62.4,lalanā-ratna-saṁyutāḥ
4.9.63.1,udyānāni ca ramyāṇi
4.9.63.2,vicitrair amara-drumaiḥ
4.9.63.3,kūjat-vihaṅga-mithunair
4.9.63.4,gāyan-matta-madhuvrataiḥ
4.9.64.1,vāpyo vaidūrya-sopānāḥ
4.9.64.2,padmotpala-kumud-vatīḥ
4.9.64.3,haṁsa-kāraṇḍava-kulair
4.9.64.4,juṣṭāś cakrāhva-sārasaiḥ
4.9.65.1,uttānapādo rājarṣiḥ
4.9.65.2,prabhāvaṁ tanayasya tam
4.9.65.3,śrutvā dṛṣṭvādbhutatamaṁ
4.9.65.4,prapede vismayaṁ param
4.9.66.1,vīkṣyoḍha-vayasaṁ taṁ ca
4.9.66.2,prakṛtīnāṁ ca sammatam
4.9.66.3,anurakta-prajaṁ rājā
4.9.66.4,dhruvaṁ cakre bhuvaḥ patim
4.9.67.1,ātmānaṁ ca pravayasam
4.9.67.2,ākalayya viśāmpatiḥ
4.9.67.3,vanaṁ viraktaḥ prātiṣṭhad
4.9.67.4,vimṛśann ātmano gatim
4.10.1.1,maitreya uvāca
4.10.2.1,ilāyām api bhāryāyāṁ
4.10.2.2,vāyoḥ putryāṁ mahā-balaḥ
4.10.2.3,putram utkala-nāmānaṁ
4.10.2.4,yoṣid-ratnam ajījanat
4.10.3.1,uttamas tv akṛtodvāho
4.10.3.2,mṛgayāyāṁ balīyasā
4.10.3.3,hataḥ puṇya-janenādrau
4.10.3.4,tan-mātāsya gatiṁ gatā
4.10.4.1,dhruvo bhrātṛ-vadhaṁ śrutvā
4.10.4.2,kopāmarṣa-śucārpitaḥ
4.10.4.3,jaitraṁ syandanam āsthāya
4.10.4.4,gataḥ puṇya-janālayam
4.10.5.1,gatvodīcīṁ diśaṁ rājā
4.10.5.2,rudrānucara-sevitām
4.10.5.3,dadarśa himavad-droṇyāṁ
4.10.5.4,purīṁ guhyaka-saṅkulām
4.10.6.1,dadhmau śaṅkhaṁ bṛhad-bāhuḥ
4.10.6.2,khaṁ diśaś cānunādayan
4.10.6.3,yenodvigna-dṛśaḥ kṣattar
4.10.6.4,upadevyo ’trasan bhṛśam
4.10.7.1,tato niṣkramya balina
4.10.7.2,upadeva-mahā-bhaṭāḥ
4.10.7.3,asahantas tan-ninādam
4.10.7.4,abhipetur udāyudhāḥ
4.10.8.1,sa tān āpatato vīra
4.10.8.2,ugra-dhanvā mahā-rathaḥ
4.10.8.3,ekaikaṁ yugapat sarvān
4.10.8.4,ahan bāṇais tribhis tribhiḥ
4.10.9.1,te vai lalāṭa-lagnais tair
4.10.9.2,iṣubhiḥ sarva eva hi
4.10.9.3,matvā nirastam ātmānam
4.10.9.4,āśaṁsan karma tasya tat
4.10.10.1,te ’pi cāmum amṛṣyantaḥ
4.10.10.2,pāda-sparśam ivoragāḥ
4.10.10.3,śarair avidhyan yugapad
4.10.10.4,dvi-guṇaṁ pracikīrṣavaḥ
4.10.11-12.1,tataḥ parigha-nistriṁśaiḥ
4.10.11-12.2,prāsaśūla-paraśvadhaiḥ
4.10.11-12.3,śakty-ṛṣṭibhir bhuśuṇḍībhiś
4.10.11-12.4,citra-vājaiḥ śarair api
4.10.13.1,auttānapādiḥ sa tadā
4.10.13.2,śastra-varṣeṇa bhūriṇā
4.10.13.3,na evādṛśyatācchanna
4.10.13.4,āsāreṇa yathā giriḥ
4.10.14.1,hāhā-kāras tadaivāsīt
4.10.14.2,siddhānāṁ divi paśyatām
4.10.14.3,hato ’yaṁ mānavaḥ sūryo
4.10.14.4,magnaḥ puṇya-janārṇave
4.10.15.1,nadatsu yātudhāneṣu
4.10.15.2,jaya-kāśiṣv atho mṛdhe
4.10.15.3,udatiṣṭhad rathas tasya
4.10.15.4,nīhārād iva bhāskaraḥ
4.10.16.1,dhanur visphūrjayan divyaṁ
4.10.16.2,dviṣatāṁ khedam udvahan
4.10.16.3,astraughaṁ vyadhamad bāṇair
4.10.16.4,ghanānīkam ivānilaḥ
4.10.17.1,tasya te cāpa-nirmuktā
4.10.17.2,bhittvā varmāṇi rakṣasām
4.10.17.3,kāyān āviviśus tigmā
4.10.17.4,girīn aśanayo yathā
4.10.18-19.1,bhallaiḥ sañchidyamānānāṁ
4.10.18-19.2,śirobhiś cāru-kuṇḍalaiḥ
4.10.18-19.3,ūrubhir hema-tālābhair
4.10.18-19.4,dorbhir valaya-valgubhiḥ
4.10.20.1,hatāvaśiṣṭā itare raṇājirād
4.10.20.2,rakṣo-gaṇāḥ kṣatriya-varya-sāyakaiḥ
4.10.20.3,prāyo vivṛkṇāvayavā vidudruvur
4.10.20.4,mṛgendra-vikrīḍita-yūthapā iva
4.10.21.1,apaśyamānaḥ sa tadātatāyinaṁ
4.10.21.2,mahā-mṛdhe kañcana mānavottamaḥ
4.10.21.3,purīṁ didṛkṣann api nāviśad dviṣāṁ
4.10.21.4,na māyināṁ veda cikīrṣitaṁ janaḥ
4.10.22.1,iti bruvaṁś citra-rathaḥ sva-sārathiṁ
4.10.22.2,yattaḥ pareṣāṁ pratiyoga-śaṅkitaḥ
4.10.22.3,śuśrāva śabdaṁ jaladher iveritaṁ
4.10.22.4,nabhasvato dikṣu rajo ’nvadṛśyata
4.10.23.1,kṣaṇenācchāditaṁ vyoma
4.10.23.2,ghanānīkena sarvataḥ
4.10.23.3,visphurat-taḍitā dikṣu
4.10.23.4,trāsayat-stanayitnunā
4.10.24.1,vavṛṣū rudhiraughāsṛk-
4.10.24.2,pūya-viṇ-mūtra-medasaḥ
4.10.24.3,nipetur gaganād asya
4.10.24.4,kabandhāny agrato ’nagha
4.10.25.1,tataḥ khe ’dṛśyata girir
4.10.25.2,nipetuḥ sarvato-diśam
4.10.25.3,gadā-parigha-nistriṁśa-
4.10.25.4,musalāḥ sāśma-varṣiṇaḥ
4.10.26.1,ahayo ’śani-niḥśvāsā
4.10.26.2,vamanto ’gniṁ ruṣākṣibhiḥ
4.10.26.3,abhyadhāvan gajā mattāḥ
4.10.26.4,siṁha-vyāghrāś ca yūthaśaḥ
4.10.27.1,samudra ūrmibhir bhīmaḥ
4.10.27.2,plāvayan sarvato bhuvam
4.10.27.3,āsasāda mahā-hrādaḥ
4.10.27.4,kalpānta iva bhīṣaṇaḥ
4.10.28.1,evaṁ-vidhāny anekāni
4.10.28.2,trāsanāny amanasvinām
4.10.28.3,sasṛjus tigma-gataya
4.10.28.4,āsuryā māyayāsurāḥ
4.10.29.1,dhruve prayuktām asurais
4.10.29.2,tāṁ māyām atidustarām
4.10.29.3,niśamya tasya munayaḥ
4.10.29.4,śam āśaṁsan samāgatāḥ
4.10.30.1,munaya ūcuḥ
4.11.1.1,maitreya uvāca
4.11.2.1,sandhīyamāna etasmin
4.11.2.2,māyā guhyaka-nirmitāḥ
4.11.2.3,kṣipraṁ vineśur vidura
4.11.2.4,kleśā jñānodaye yathā
