ids,sentences
5.5.20.4,śuśrūṣaṇaṁ tad bharaṇaṁ prajānām
5.5.21-22.1,bhūteṣu vīrudbhya uduttamā ye
5.5.21-22.2,sarīsṛpās teṣu sabodha-niṣṭhāḥ
5.5.21-22.3,tato manuṣyāḥ pramathās tato ’pi
5.5.21-22.4,gandharva-siddhā vibudhānugā ye
5.5.23.1,na brāhmaṇais tulaye bhūtam anyat
5.5.23.2,paśyāmi viprāḥ kim ataḥ paraṁ tu
5.5.23.3,yasmin nṛbhiḥ prahutaṁ śraddhayāham
5.5.23.4,aśnāmi kāmaṁ na tathāgni-hotre
5.5.24.1,dhṛtā tanūr uśatī me purāṇī
5.5.24.2,yeneha sattvaṁ paramaṁ pavitram
5.5.24.3,śamo damaḥ satyam anugrahaś ca
5.5.24.4,tapas titikṣānubhavaś ca yatra
5.5.25.1,matto ’py anantāt parataḥ parasmāt
5.5.25.2,svargāpavargādhipater na kiñcit
5.5.25.3,yeṣāṁ kim u syād itareṇa teṣām
5.5.25.4,akiñcanānāṁ mayi bhakti-bhājām
5.5.26.1,sarvāṇi mad-dhiṣṇyatayā bhavadbhiś
5.5.26.2,carāṇi bhūtāni sutā dhruvāṇi
5.5.26.3,sambhāvitavyāni pade pade vo
5.5.26.4,vivikta-dṛgbhis tad u hārhaṇaṁ me
5.5.27.1,mano-vaco-dṛk-karaṇehitasya
5.5.27.2,sākṣāt-kṛtaṁ me paribarhaṇaṁ hi
5.5.27.3,vinā pumān yena mahā-vimohāt
5.5.27.4,kṛtānta-pāśān na vimoktum īśet
5.5.28.1,śrī-śuka uvāca
5.5.29.1,jaḍāndha-mūka-badhira-piśāconmādakavad-avadhūta-veṣo ’bhibhāṣyamāṇo ’pi janānāṁ gṛhīta-mauna-vratas tūṣṇīṁ babhūva.
5.5.30.1,tatra tatra pura-grāmākara-kheṭa-vāṭa-kharvaṭa-śibira-vraja-ghoṣa-sārtha-giri-vanāśramādiṣv anupatham avanicarāpasadaiḥ paribhūyamāno makṣikābhir iva vana-gajas tarjana-tāḍanāvamehana-ṣṭhīvana-grāva-śakṛd-rajaḥ-prakṣepa-pūti-vāta-duruktais tad avigaṇayann evāsat-saṁsthāna etasmin dehopalakṣaṇe sad-apadeśa ubhayānubhava-svarūpeṇa sva-mahimāvasthānenāsamāropitāhaṁ-mamābhimānatvād avikhaṇḍita-manāḥ pṛthivīm eka-caraḥ paribabhrāma.
5.5.31.1,ati-sukumāra-kara-caraṇoraḥ-sthala-vipula-bāhv-aṁsa-gala-vadanādy-avayava-vinyāsaḥ prakṛti-sundara-svabhāva-hāsa-sumukho nava-nalina-dalāyamāna-śiśira-tārāruṇāyata-nayana-ruciraḥ sadṛśa-subhaga-kapola-karṇa-kaṇṭha-nāso vigūḍha-smita-vadana-mahotsavena pura-vanitānāṁ manasi kusuma-śarāsanam upadadhānaḥ parāg-avalambamāna-kuṭila-jaṭila-kapiśa-keśa-bhūri-bhāro ’vadhūta-malina-nija-śarīreṇa graha-gṛhīta ivādṛśyata.
5.5.32.1,yarhi vāva sa bhagavān lokam imaṁ yogasyāddhā pratīpam ivācakṣāṇas tat-pratikriyā-karma bībhatsitam iti vratam ājagaram-āsthitaḥ śayāna evāśnāti pibati khādaty avamehati hadati sma ceṣṭamāna uccarita ādigdhoddeśaḥ.
5.5.33.1,tasya ha yaḥ purīṣa-surabhi-saugandhya-vāyus taṁ deśaṁ daśa-yojanaṁ samantāt surabhiṁ cakāra.
5.5.34.1,evaṁ go-mṛga-kāka-caryayā vrajaṁs tiṣṭhann āsīnaḥ śayānaḥ kāka-mṛga-go-caritaḥ pibati khādaty avamehati sma.
5.5.35.1,iti nānā-yoga-caryācaraṇo bhagavān kaivalya-patir ṛṣabho ’virata-parama-mahānandānubhava ātmani sarveṣāṁ bhūtānām ātma-bhūte bhagavati vāsudeva ātmano ’vyavadhānānanta-rodara-bhāvena siddha-samastārtha-paripūrṇo yogaiśvaryāṇi vaihāyasa-mano-javāntardhāna-parakāya-praveśa-dūra-grahaṇādīni yadṛcchayopagatāni nāñjasā nṛpa hṛdayenābhyanandat.
5.6.1.1,rājovāca
5.6.2.1,ṛṣir uvāca
5.6.3.1,tathā coktam —
5.6.4.1,nityaṁ dadāti kāmasya
5.6.4.2,cchidraṁ tam anu ye ’rayaḥ
5.6.4.3,yoginaḥ kṛta-maitrasya
5.6.4.4,patyur jāyeva puṁścalī
5.6.5.1,kāmo manyur mado lobhaḥ
5.6.5.2,śoka-moha-bhayādayaḥ
5.6.5.3,karma-bandhaś ca yan-mūlaḥ
5.6.5.4,svīkuryāt ko nu tad budhaḥ
5.6.6.1,athaivam akhila-loka-pāla-lalāmo ’pi vilakṣaṇair jaḍavad avadhūta-veṣa-bhāṣā-caritair avilakṣita-bhagavat-prabhāvo yogināṁ sāmparāya-vidhim anuśikṣayan sva-kalevaraṁ jihāsur ātmany ātmānam asaṁvyavahitam anarthāntara-bhāvenānvīkṣamāṇa uparatānuvṛttir upararāma.
5.6.7.1,tasya ha vā evaṁ mukta-liṅgasya bhagavata ṛṣabhasya yoga-māyā-vāsanayā deha imāṁ jagatīm abhimānābhāsena saṅkramamāṇaḥ koṅka-veṅka-kuṭakān dakṣiṇa-karṇāṭakān deśān yadṛcchayopagataḥ kuṭakācalopavana āsya kṛtāśma-kavala unmāda iva mukta-mūrdhajo ’saṁvīta eva vicacāra.
5.6.8.1,atha samīra-vega-vidhūta-veṇu-vikarṣaṇa-jātogra-dāvānalas tad vanam ālelihānaḥ saha tena dadāha.
5.6.9.1,yasya kilānucaritam upākarṇya koṅka-veṅka-kuṭakānāṁ rājārhan-nāmopaśikṣya kalāv adharma utkṛṣyamāṇe bhavitavyena vimohitaḥ sva-dharma-patham akuto-bhayam apahāya kupatha-pākhaṇḍam asamañjasaṁ nija-manīṣayā mandaḥ sampravartayiṣyate.
5.6.10.1,yena ha vāva kalau manujāpasadā deva-māyā-mohitāḥ sva-vidhi-niyoga-śauca-cāritra-vihīnā deva-helanāny apavratāni nija-nijecchayā gṛhṇānā asnānānācamanāśauca-keśolluñcanādīni kalinādharma-bahulenopahata-dhiyo brahma-brāhmaṇa-yajña-puruṣa-loka-vidūṣakāḥ prāyeṇa bhaviṣyanti.
5.6.11.1,te ca hy arvāktanayā nija-loka-yātrayāndha-paramparayāśvastās tamasy andhe svayam eva prapatiṣyanti.
5.6.12.1,ayam avatāro rajasopapluta-kaivalyopaśikṣaṇārthaḥ.
5.6.13.1,tasyānuguṇān ślokān gāyanti —
5.6.14.1,aho nu vaṁśo yaśasāvadātaḥ
5.6.14.2,praiyavrato yatra pumān purāṇaḥ
5.6.14.3,kṛtāvatāraḥ puruṣaḥ sa ādyaś
5.6.14.4,cacāra dharmaṁ yad akarma-hetum
5.6.15.1,ko nv asya kāṣṭhām aparo ’nugacchen
5.6.15.2,mano-rathenāpy abhavasya yogī
5.6.15.3,yo yoga-māyāḥ spṛhayaty udastā
5.6.15.4,hy asattayā yena kṛta-prayatnāḥ
5.6.16.1,iti ha sma sakala-veda-loka-deva-brāhmaṇa-gavāṁ parama-guror bhagavata ṛṣabhākhyasya viśuddhācaritam īritaṁ puṁsāṁ samasta-duścaritābhiharaṇaṁ parama-mahā-maṅgalāyanam idam anuśraddhayopacitayānuśṛṇoty āśrāvayati vāvahito bhagavati tasmin vāsudeva ekāntato bhaktir anayor api samanuvartate.
5.6.17.1,yasyām eva kavaya ātmānam avirataṁ vividha-vṛjina-saṁsāra-paritāpopatapyamānam anusavanaṁ snāpayantas tayaiva parayā nirvṛtyā hy apavargam ātyantikaṁ parama-puruṣārtham api svayam āsāditaṁ no evādriyante bhagavadīyatvenaiva parisamāpta-sarvārthāḥ.
5.6.18.1,rājan patir gurur alaṁ bhavatāṁ yadūnāṁ
5.6.18.2,daivaṁ priyaḥ kula-patiḥ kva ca kiṅkaro vaḥ
5.6.18.3,astv evam aṅga bhagavān bhajatāṁ mukundo
5.6.18.4,muktiṁ dadāti karhicit sma na bhakti-yogam
5.6.19.1,nityānubhūta-nija-lābha-nivṛtta-tṛṣṇaḥ
5.6.19.2,śreyasy atad-racanayā cira-supta-buddheḥ
5.6.19.3,lokasya yaḥ karuṇayābhayam ātma-lokam
5.6.19.4,ākhyān namo bhagavate ṛṣabhāya tasmai
5.7.1.1,śrī-śuka uvāca
5.7.2.1,tasyām u ha vā ātmajān kārtsnyenānurūpān ātmanaḥ pañca janayām āsa bhūtādir iva bhūta-sūkṣmāṇi sumatiṁ rāṣṭrabhṛtaṁ sudarśanam āvaraṇaṁ dhūmraketum iti.
5.7.3.1,ajanābhaṁ nāmaitad varṣaṁ bhāratam iti yata ārabhya vyapadiśanti.
5.7.4.1,sa bahuvin mahī-patiḥ pitṛ-pitāmahavad uru-vatsalatayā sve sve karmaṇi vartamānāḥ prajāḥ sva-dharmam anuvartamānaḥ paryapālayat.
5.7.5.1,īje ca bhagavantaṁ yajña-kratu-rūpaṁ kratubhir uccāvacaiḥ śraddhayāhṛtāgnihotra-darśa-pūrṇamāsa-cāturmāsya-paśu-somānāṁ prakṛti-vikṛtibhir anusavanaṁ cāturhotra-vidhinā.
5.7.6.1,sampracaratsu nānā-yāgeṣu viracitāṅga-kriyeṣv apūrvaṁ yat tat kriyā-phalaṁ dharmākhyaṁ pare brahmaṇi yajña-puruṣe sarva-devatā-liṅgānāṁ mantrāṇām artha-niyāma-katayā sākṣāt-kartari para-devatāyāṁ bhagavati vāsudeva eva bhāvayamāna ātma-naipuṇya-mṛdita-kaṣāyo haviḥṣv adhvaryubhir gṛhyamāṇeṣu sa yajamāno yajña-bhājo devāṁs tān puruṣāvayaveṣv abhyadhyāyat.
5.7.7.1,evaṁ karma-viśuddhyā viśuddha-sattvasyāntar-hṛdayākāśa-śarīre brahmaṇi bhagavati vāsudeve mahā-puruṣa-rūpopalakṣaṇe śrīvatsa-kaustubha-vana-mālāri-dara-gadādibhir upalakṣite nija-puruṣa-hṛl-likhitenātmani puruṣa-rūpeṇa virocamāna uccaistarāṁ bhaktir anudinam edhamāna-rayājāyata.
5.7.8.1,evaṁ varṣāyuta-sahasra-paryantāvasita-karma-nirvāṇāvasaro ’dhibhujyamānaṁ sva-tanayebhyo rikthaṁ pitṛ-paitāmahaṁ yathā-dāyaṁ vibhajya svayaṁ sakala-sampan-niketāt sva-niketāt pulahāśramaṁ pravavrāja.
5.7.9.1,yatra ha vāva bhagavān harir adyāpi tatratyānāṁ nija-janānāṁ vātsalyena sannidhāpyata icchā-rūpeṇa.
5.7.10.1,yatrāśrama-padāny ubhayato nābhibhir dṛṣac-cakraiś cakra-nadī nāma sarit-pravarā sarvataḥ pavitrī-karoti.
5.7.11.1,tasmin vāva kila sa ekalaḥ pulahāśramopavane vividha-kusuma-kisalaya-tulasikāmbubhiḥ kanda-mūla-phalopahāraiś ca samīhamāno bhagavata ārādhanaṁ vivikta uparata-viṣayābhilāṣa upabhṛtopaśamaḥ parāṁ nirvṛtim avāpa.
5.7.12.1,tayettham avirata-puruṣa-paricaryayā bhagavati pravardhamānā-nurāga-bhara-druta-hṛdaya-śaithilyaḥ praharṣa-vegenātmany udbhidyamāna-roma-pulaka-kulaka autkaṇṭhya-pravṛtta-praṇaya-bāṣpa-niruddhāvaloka-nayana evaṁ nija-ramaṇāruṇa-caraṇāravindānudhyāna-paricita-bhakti-yogena paripluta-paramāhlāda-gambhīra-hṛdaya-hradāvagāḍha-dhiṣaṇas tām api kriyamāṇāṁ bhagavat-saparyāṁ na sasmāra.
5.7.13.1,itthaṁ dhṛta-bhagavad-vrata aiṇeyājina-vāsasānusavanābhiṣekārdra-kapiśa-kuṭila-jaṭā-kalāpena ca virocamānaḥ sūryarcā bhagavantaṁ hiraṇmayaṁ puruṣam ujjihāne sūrya-maṇḍale ’bhyupatiṣṭhann etad u hovāca.
5.7.14.1,paro-rajaḥ savitur jāta-vedo
5.7.14.2,devasya bhargo manasedaṁ jajāna
5.7.14.3,suretasādaḥ punar āviśya caṣṭe
5.7.14.4,haṁsaṁ gṛdhrāṇaṁ nṛṣad-riṅgirām imaḥ
5.8.1.1,śrī-śuka uvāca
5.8.2.1,tatra tadā rājan hariṇī pipāsayā jalāśayābhyāśam ekaivopajagāma.
5.8.3.1,tayā pepīyamāna udake tāvad evāvidūreṇa nadato mṛga-pater unnādo loka-bhayaṅkara udapatat.
5.8.4.1,tam upaśrutya sā mṛga-vadhūḥ prakṛti-viklavā cakita-nirīkṣaṇā sutarām api hari-bhayābhiniveśa-vyagra-hṛdayā pāriplava-dṛṣṭir agata-tṛṣā bhayāt sahasaivoccakrāma.
5.8.5.1,tasyā utpatantyā antarvatnyā uru-bhayāvagalito yoni-nirgato garbhaḥ srotasi nipapāta.
5.8.6.1,tat-prasavotsarpaṇa-bhaya-khedāturā sva-gaṇena viyujyamānā kasyāñcid daryāṁ kṛṣṇa-sārasatī nipapātātha ca mamāra.
5.8.7.1,taṁ tv eṇa-kuṇakaṁ kṛpaṇaṁ srotasānūhyamānam abhivīkṣyāpaviddhaṁ bandhur ivānukampayā rājarṣir bharata ādāya mṛta-mātaram ity āśrama-padam anayat.
5.8.8.1,tasya ha vā eṇa-kuṇaka uccair etasmin kṛta-nijābhimānasyāhar-ahas tat-poṣaṇa-pālana-lālana-prīṇanānudhyānenātma-niyamāḥ saha-yamāḥ puruṣa-paricaryādaya ekaikaśaḥ katipayenāhar-gaṇena viyujyamānāḥ kila sarva evodavasan.
5.8.9.1,aho batāyaṁ hariṇa-kuṇakaḥ kṛpaṇa īśvara-ratha-caraṇa-paribhramaṇa-rayeṇa sva-gaṇa-suhṛd-bandhubhyaḥ parivarjitaḥ śaraṇaṁ ca mopasādito mām eva mātā-pitarau bhrātṛ-jñātīn yauthikāṁś caivopeyāya nānyaṁ kañcana veda mayy ati-visrabdhaś cāta eva mayā mat-parāyaṇasya poṣaṇa-pālana-prīṇana-lālanam anasūyunānuṣṭheyaṁ śaraṇyopekṣā-doṣa-viduṣā.
5.8.10.1,nūnaṁ hy āryāḥ sādhava upaśama-śīlāḥ kṛpaṇa-suhṛda evaṁ-vidhārthe svārthān api gurutarān upekṣante.
5.8.11.1,iti kṛtānuṣaṅga āsana-śayanāṭana-snānāśanādiṣu saha mṛga-jahunā snehānubaddha-hṛdaya āsīt.
5.8.12.1,kuśa-kusuma-samit-palāśa-phala-mūlodakāny āhariṣyamāṇo vṛkasālā-vṛkādibhyo bhayam āśaṁsamāno yadā saha hariṇa-kuṇakena vanaṁ samāviśati.
5.8.13.1,pathiṣu ca mugdha-bhāvena tatra tatra viṣakta-mati-praṇaya-bhara-hṛdayaḥ kārpaṇyāt skandhenodvahati evam utsaṅga urasi cādhāyopalālayan mudaṁ paramām avāpa.
5.8.14.1,kriyāyāṁ nirvartyamānāyām antarāle ’py utthāyotthāya yadainam abhicakṣīta tarhi vāva sa varṣa-patiḥ prakṛti-sthena manasā tasmā āśiṣa āśāste svasti stād vatsa te sarvata iti.
5.8.15.1,anyadā bhṛśam udvigna-manā naṣṭa-draviṇa iva kṛpaṇaḥ sakaruṇam ati-tarṣeṇa hariṇa-kuṇaka-viraha-vihvala-hṛdaya-santāpas tam evānuśocan kila kaśmalaṁ mahad abhirambhita iti hovāca.
5.8.16.1,api bata sa vai kṛpaṇa eṇa-bālako mṛta-hariṇī-suto ’ho mamānāryasya śaṭha-kirāta-mater akṛta-sukṛtasya kṛta-visrambha ātma-pratyayena tad avigaṇayan sujana ivāgamiṣyati.
5.8.17.1,api kṣemeṇāsminn āśramopavane śaṣpāṇi carantaṁ deva-guptaṁ drakṣyāmi.
5.8.18.1,api ca na vṛkaḥ sālā-vṛko ’nyatamo vā naika-cara eka-caro vā bhak-ṣayati.
5.8.19.1,nimlocati ha bhagavān sakala-jagat-kṣemodayas trayy-ātmādyāpi mama na mṛga-vadhū-nyāsa āgacchati.
5.8.20.1,api svid akṛta-sukṛtam āgatya māṁ sukhayiṣyati hariṇa-rāja-kumāro vividha-rucira-darśanīya-nija-mṛga-dāraka-vinodair asantoṣaṁ svānām apanudan.
5.8.21.1,kṣvelikāyāṁ māṁ mṛṣā-samādhināmīlita-dṛśaṁ prema-saṁrambheṇa cakita-cakita āgatya pṛṣad-aparuṣa-viṣāṇāgreṇa luṭhati.
5.8.22.1,āsādita-haviṣi barhiṣi dūṣite mayopālabdho bhīta-bhītaḥ sapady uparata-rāsa ṛṣi-kumāravad avahita-karaṇa-kalāpa āste.
5.8.23.1,kiṁ vā are ācaritaṁ tapas tapasvinyānayā yad iyam avaniḥ savinaya-kṛṣṇa-sāra-tanaya-tanutara-subhaga-śivatamākhara-khura-pada-paṅktibhir draviṇa-vidhurāturasya kṛpaṇasya mama draviṇa-padavīṁ sūcayanty ātmānaṁ ca sarvataḥ kṛta-kautukaṁ dvijānāṁ svargāpavarga-kāmānāṁ deva-yajanaṁ karoti.
5.8.24.1,api svid asau bhagavān uḍu-patir enaṁ mṛga-pati-bhayān mṛta-mātaraṁ mṛga-bālakaṁ svāśrama-paribhraṣṭam anukampayā kṛpaṇa-jana-vatsalaḥ paripāti.
5.8.25.1,kiṁ vātmaja-viśleṣa-jvara-dava-dahana-śikhābhir upatapyamāna-hṛdaya-sthala-nalinīkaṁ mām upasṛta-mṛgī-tanayaṁ śiśira-śāntānurāga-guṇita-nija-vadana-salilāmṛtamaya-gabhastibhiḥ svadhayatīti ca.
5.8.26.1,evam aghaṭamāna-manorathākula-hṛdayo mṛga-dārakābhāsena svārabdha-karmaṇā yogārambhaṇato vibhraṁśitaḥ sa yoga-tāpaso bhagavad-ārādhana-lakṣaṇāc ca katham itarathā jāty-antara eṇa-kuṇaka āsaṅgaḥ sākṣān niḥśreyasa-pratipakṣatayā prāk-parityakta-dustyaja-hṛdayābhijātasya tasyaivam antarāya-vihata-yogārambhaṇasya rājarṣer bharatasya tāvan mṛgārbhaka-poṣaṇa-pālana-prīṇana-lālanānuṣaṅgeṇāvigaṇayata ātmānam ahir ivākhu-bilaṁ duratikramaḥ kālaḥ karāla-rabhasa āpadyata.
5.8.27.1,tadānīm api pārśva-vartinam ātmajam ivānuśocantam abhivīkṣamāṇo mṛga evābhiniveśita-manā visṛjya lokam imaṁ saha mṛgeṇa kalevaraṁ mṛtam anu na mṛta-janmānusmṛtir itaravan mṛga-śarīram avāpa.
5.8.28.1,tatrāpi ha vā ātmano mṛgatva-kāraṇaṁ bhagavad-ārādhana-samīhānubhāvenānusmṛtya bhṛśam anutapyamāna āha.
5.8.29.1,aho kaṣṭaṁ bhraṣṭo ’ham ātmavatām anupathād yad-vimukta-samasta-saṅgasya vivikta-puṇyāraṇya-śaraṇasyātmavata ātmani sarveṣām ātmanāṁ bhagavati vāsudeve tad-anuśravaṇa-manana-saṅkīrtanārādhanānusmaraṇābhiyogenāśūnya-sakala-yāmena kālena samāveśitaṁ samāhitaṁ kārtsnyena manas tat tu punar mamābudhasyārān mṛga-sutam anu parisusrāva.
5.8.30.1,ity evaṁ nigūḍha-nirvedo visṛjya mṛgīṁ mātaraṁ punar bhagavat-kṣetram upaśama-śīla-muni-gaṇa-dayitaṁ śālagrāmaṁ pulastya-pulahāśramaṁ kālañjarāt pratyājagāma.
5.8.31.1,tasminn api kālaṁ pratīkṣamāṇaḥ saṅgāc ca bhṛśam udvigna ātma-sahacaraḥ śuṣka-parṇa-tṛṇa-vīrudhā vartamāno mṛgatva-nimittāvasānam eva gaṇayan mṛga-śarīraṁ tīrthodaka-klinnam ut-sasarja.
5.9.1-2.1,śrī-śuka uvāca
5.9.3.1,tatrāpi svajana-saṅgāc ca bhṛśam udvijamāno bhagavataḥ karma-bandha-vidhvaṁsana-śravaṇa-smaraṇa-guṇa-vivaraṇa-caraṇāravinda-yugalaṁ manasā vidadhad ātmanaḥ pratighātam āśaṅkamāno bhagavad-anugraheṇānusmṛta-sva-pūrva-janmāvalir ātmānam unmatta-jaḍāndha-badhira-svarūpeṇa darśayām āsa lokasya.
5.9.4.1,tasyāpi ha vā ātmajasya vipraḥ putra-snehānubaddha-manā āsamāvartanāt saṁskārān yathopadeśaṁ vidadhāna upanītasya ca punaḥ śaucācamanādīn karma-niyamān anabhipretān api samaśikṣayad anuśiṣṭena hi bhāvyaṁ pituḥ putreṇeti.
5.9.5.1,sa cāpi tad u ha pitṛ-sannidhāv evāsadhrīcīnam iva sma karoti chandāṁsy adhyāpayiṣyan saha vyāhṛtibhiḥ sapraṇava-śiras tripadīṁ sāvitrīṁ graiṣma-vāsantikān māsān adhīyānam apy asamaveta-rūpaṁ grāhayām āsa.
5.9.6.1,evaṁ sva-tanuja ātmany anurāgāveśita-cittaḥ śaucādhyayana-vrata-niyama-gurv-anala-śuśrūṣaṇādy-aupakurvāṇaka-karmāṇy anabhiyuktāny api samanuśiṣṭena bhāvyam ity asad-āgrahaḥ putram anuśāsya svayaṁ tāvad anadhigata-manorathaḥ kālenāpramattena svayaṁ gṛha eva pramatta upasaṁhṛtaḥ.
5.9.7.1,atha yavīyasī dvija-satī sva-garbha-jātaṁ mithunaṁ sapatnyā upanyasya svayam anusaṁsthayā patilokam agāt.
5.9.8.1,pitary uparate bhrātara enam atat-prabhāva-vidas trayyāṁ vidyāyām eva paryavasita-matayo na para-vidyāyāṁ jaḍa-matir iti bhrātur anuśāsana-nirbandhān nyavṛtsanta.
5.9.9-10.1,sa ca prākṛtair dvipada-paśubhir unmatta-jaḍa-badhira-mūkety abhibhāṣyamāṇo yadā tad-anurūpāṇi prabhāṣate karmāṇi ca kāryamāṇaḥ parecchayā karoti viṣṭito vetanato vā yācñayā yadṛcchayā vopasāditam alpaṁ bahu mṛṣṭaṁ kadannaṁ vābhyavaharati paraṁ nendriya-prīti-nimittam. nitya-nivṛtta-nimitta-sva-siddha-viśuddhānubhavānanda-svātma-lābhādhigamaḥ sukha-duḥkhayor dvandva-nimittayor asambhāvita-dehābhimānaḥ. śītoṣṇa-vāta-varṣeṣu vṛṣa ivānāvṛtāṅgaḥ pīnaḥ saṁhananāṅgaḥ sthaṇḍila-saṁveśanānunmardanāmajjana-rajasā mahāmaṇir ivānabhivyakta-brahma-varcasaḥ kupaṭāvṛta-kaṭir upavītenoru-maṣiṇā dvijātir iti brahma-bandhur iti saṁjñayātaj-jñajanāvamato vicacāra.
5.9.11.1,yadā tu parata āhāraṁ karma-vetanata īhamānaḥ sva-bhrātṛbhir api kedāra-karmaṇi nirūpitas tad api karoti kintu na samaṁ viṣamaṁ nyūnam adhikam iti veda kaṇa-piṇyāka-phalī-karaṇa-kulmāṣa-sthālīpurīṣādīny apy amṛtavad abhyavaharati.
5.9.12.1,atha kadācit kaścid vṛṣala-patir bhadra-kālyai puruṣa-paśum ālabhatāpatya-kāmaḥ.
5.9.13.1,tasya ha daiva-muktasya paśoḥ padavīṁ tad-anucarāḥ paridhāvanto niśi niśītha-samaye tamasāvṛtāyām anadhigata-paśava ākasmikena vidhinā kedārān vīrāsanena mṛga-varāhādibhyaḥ saṁrakṣamāṇam aṅgiraḥ-pravara-sutam apaśyan.
5.9.14.1,atha ta enam anavadya-lakṣaṇam avamṛśya bhartṛ-karma-niṣpattiṁ manyamānā baddhvā raśanayā caṇḍikā-gṛham upaninyur mudā vikasita-vadanāḥ.
5.9.15.1,atha paṇayas taṁ sva-vidhinābhiṣicyāhatena vāsasācchādya bhūṣaṇālepa-srak-tilakādibhir upaskṛtaṁ bhuktavantaṁ dhūpa-dīpa-mālya-lāja-kisalayāṅkura-phalopahāropetayā vaiśasa-saṁsthayā mahatā gīta-stuti-mṛdaṅga-paṇava-ghoṣeṇa ca puruṣa-paśuṁ bhadra-kālyāḥ purata upaveśayām āsuḥ.
5.9.16.1,atha vṛṣala-rāja-paṇiḥ puruṣa-paśor asṛg-āsavena devīṁ bhadra-kālīṁ yakṣyamāṇas tad-abhimantritam asim ati-karāla-niśitam upādade.
5.9.17.1,iti teṣāṁ vṛṣalānāṁ rajas-tamaḥ-prakṛtīnāṁ dhana-mada-raja-utsikta-manasāṁ bhagavat-kalā-vīra-kulaṁ kadarthī-kṛtyotpathena svairaṁ viharatāṁ hiṁsā-vihārāṇāṁ karmāti-dāruṇaṁ yad brahma-bhūtasya sākṣād brahmarṣi-sutasya nirvairasya sarva-bhūta-suhṛdaḥ sūnāyām apy ananumatam ālambhanaṁ tad upalabhya brahma-tejasāti-durviṣaheṇa dandahyamānena vapuṣā sahasoccacāṭa saiva devī bhadra-kālī.
5.9.18.1,bhṛśam amarṣa-roṣāveśa-rabhasa-vilasita-bhru-kuṭi-viṭapa-kuṭila-daṁṣṭrāruṇekṣaṇāṭopāti-bhayānaka-vadanā hantu-kāmevedaṁ mahāṭṭa-hāsam ati-saṁrambheṇa vimuñcantī tata utpatya pāpīyasāṁ duṣṭānāṁ tenaivāsinā vivṛkṇa-śīrṣṇāṁ galāt sravantam asṛg-āsavam atyuṣṇaṁ saha gaṇena nipīyāti-pāna-mada-vihvaloccaistarāṁ sva-pārṣadaiḥ saha jagau nanarta ca vijahāra ca śiraḥ-kanduka-līlayā.
5.9.19.1,evam eva khalu mahad-abhicārāti-kramaḥ kārtsnyenātmane phalati.
5.9.20.1,na vā etad viṣṇudatta mahad-adbhutaṁ yad asambhramaḥ sva-śiraś-chedana āpatite ’pi vimukta-dehādy-ātma-bhāva-sudṛḍha-hṛdaya-granthīnāṁ sarva-sattva-suhṛd-ātmanāṁ nirvairāṇāṁ sākṣād bhagavatānimiṣāri-varāyudhenāpramattena tais tair bhāvaiḥ parirakṣyamāṇānāṁ tat-pāda-mūlam akutaścid-bhayam upasṛtānāṁ bhāgavata-paramahaṁsānām.
5.10.1.1,śrī-śuka uvāca
5.10.2.1,yadā hi dvija-varasyeṣu-mātrāvalokānugater na samāhitā puruṣa-gatis tadā viṣama-gatāṁ sva-śibikāṁ rahūgaṇa upadhārya puruṣān adhivahata āha he voḍhāraḥ sādhv atikramata kim iti viṣamam uhyate yānam iti.
5.10.3.1,atha ta īśvara-vacaḥ sopālambham upākarṇyopāya-turīyāc chaṅkita-manasas taṁ vijñāpayāṁ babhūvuḥ.
5.10.4.1,na vayaṁ nara-deva pramattā bhavan-niyamānupathāḥ sādhv eva vahāmaḥ. ayam adhunaiva niyukto ’pi na drutaṁ vrajati nānena saha voḍhum u ha vayaṁ pārayāma iti.
5.10.5.1,sāṁsargiko doṣa eva nūnam ekasyāpi sarveṣāṁ sāṁsargikāṇāṁ bhavitum arhatīti niścitya niśamya kṛpaṇa-vaco rājā rahūgaṇa upāsita-vṛddho ’pi nisargeṇa balāt kṛta īṣad-utthita-manyur avispaṣṭa-brahma-tejasaṁ jāta-vedasam iva rajasāvṛta-matir āha.
5.10.6.1,aho kaṣṭaṁ bhrātar vyaktam uru-pariśrānto dīrgham adhvānam eka eva ūhivān suciraṁ nāti-pīvā na saṁhananāṅgo jarasā copadruto bhavān sakhe no evāpara ete saṅghaṭṭina iti bahu-vipralabdho ’py avidyayā racita-dravya-guṇa-karmāśaya-sva-carama-kalevare ’vastuni saṁsthāna-viśeṣe ’haṁ mamety anadhyāropita-mithyā-pratyayo brahma-bhūtas tūṣṇīṁ śibikāṁ pūrvavad uvāha.
5.10.7.1,atha punaḥ sva-śibikāyāṁ viṣama-gatāyāṁ prakupita uvāca rahūgaṇaḥ kim idam are tvaṁ jīvan-mṛto māṁ kadarthī-kṛtya bhartṛ-śāsanam aticarasi pramattasya ca te karomi cikitsāṁ daṇḍa-pāṇir iva janatāyā yathā prakṛtiṁ svāṁ bhajiṣyasa iti.
